Column1,Firmware_CRC32,Battery_Volt_Test,Vcc_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Crystal_Test_Hz,Standby_Curr_Test,Sleep_Curr_Test,Fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Antenna_RSSI,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Check_Memory_EEPROM,Led1_On,Led2_On,Check_Jumper,
KM7TZ008T0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.98,3.313,15.437,'M95FAR02A08,'866562064588496,'89460800235147698835,8.23059,32.7682697,1.0000069843,8.551,5.81,-,PASS,2022.11.05 18:58:08,SST Sugarloaf#1,5221101002000,81155,2022.11.05 18:51:10,2022.11.05 18:58:08,'00:06:58,18,0x01,0x01,0x55,0,2.45,80.6,0x01,Color detected,Color detected,51 01
KM6TZ010Y0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.08,3.319,17.517,'M95FAR02A08,'866562064618681,'89460800235147693844,0.53406,32.7680175,1.000000409,9.551,10.299,-,PASS,2022.11.05 19:07:26,SST Sugarloaf#1,5221101001482,81155,2022.11.05 18:58:23,2022.11.05 19:07:26,'00:09:03,19,0x01,0x01,0x55,0,2.5,80.5,0x01,Color detected,Color detected,51 01
KM6TZ00SS0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.91,3.306,18.024,'M95FAR02A08,'866562064618798,'89460800235147693836,10.31189,32.7683379,1.0000102771,8.387,7.298,-,PASS,2022.11.05 19:07:34,SST Sugarloaf#1,5221101001484,81155,2022.11.05 18:58:23,2022.11.05 19:07:34,'00:09:11,16,0x01,0x01,0x55,0,2.5,80.5,0x01,Color detected,Color detected,51 01
KM6TZ00Y80,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.908,3.306,19.833,'M95FAR02A08,'866562064601422,'89460800235147693828,21.26465,32.7686968,1.0000212717,8.556,6.017,-,PASS,2022.11.05 19:07:42,SST Sugarloaf#1,5221101001483,81155,2022.11.05 18:58:23,2022.11.05 19:07:42,'00:09:19,19,0x01,0x01,0x55,0,2.49,80.5,0x01,Color detected,Color detected,51 01
KM6TZ00YA0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.089,3.299,15.259,'M95FAR02A08,'866562064602057,'89460800235147694511,17.99927,32.7685898,1.0000179238,9.214,9.849,-,PASS,2022.11.05 19:24:48,SST Sugarloaf#1,5221101000872,81155,2022.11.05 19:18:13,2022.11.05 19:24:48,'00:06:35,16,0x01,0x01,0x55,0,2.49,80.9,0x01,Color detected,Color detected,51 01
KM6TZ00ZK0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.943,3.301,17.226,'M95FAR02A08,'866562064602040,'89460800235147694529,-0.22278,32.7679927,0.99999975,8.417,7.924,-,PASS,2022.11.05 19:24:56,SST Sugarloaf#1,5221101000873,81155,2022.11.05 19:18:13,2022.11.05 19:24:56,'00:06:43,13,0x01,0x01,0x55,0,2.5,80.8,0x01,Color detected,Color detected,51 01
KM6TZ00ZM0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.907,3.287,16.456,'M95FAR02A08,'866562064602081,'89460800235147694487,10.08911,32.7683306,1.0000100981,8.418,6.093,-,PASS,2022.11.05 19:25:07,SST Sugarloaf#1,5221101000874,81155,2022.11.05 19:18:13,2022.11.05 19:25:07,'00:06:54,19,0x01,0x01,0x55,0,2.49,80.7,0x01,Color detected,Color detected,51 01
KM6TZ00X30,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.989,3.314,15.734,'M95FAR02A08,'866562064602198,'89460800235147694495,11.87134,32.768389,1.0000118499,7.81,5.75,-,PASS,2022.11.05 19:25:15,SST Sugarloaf#1,5221101000875,81155,2022.11.05 19:18:13,2022.11.05 19:25:15,'00:07:02,17,0x01,0x01,0x55,0,2.47,80.5,0x01,Color detected,Color detected,51 01
KM6TZ012T0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.087,3.31,15.983,'M95FAR02A08,'866562064630561,'89460800235147693984,5.67627,32.768186,1.000005714,9.422,8.15,-,PASS,2022.11.05 19:42:29,SST Sugarloaf#1,5221101000612,81155,2022.11.05 19:35:42,2022.11.05 19:42:29,'00:06:47,17,0x01,0x01,0x55,0,2.5,79.6,0x01,Color detected,Color detected,51 01
KM6TZ01300,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.9,3.32,18.354,'M95FAR02A08,'866562064630603,'89460800235147693976,-0.20752,32.7679932,0.9999998188,8.834,6.564,-,PASS,2022.11.05 19:42:46,SST Sugarloaf#1,5221101000614,81155,2022.11.05 19:35:43,2022.11.05 19:42:46,'00:07:03,18,0x01,0x01,0x55,0,2.5,79.6,0x01,Color detected,Color detected,51 01
KM7TZ002D0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.943,3.318,16.011,'M95FAR02A08,'866562064630611,'89460800235147693992,-15.74097,32.7674842,0.9999842847,8.642,8.272,-,PASS,2022.11.05 19:42:54,SST Sugarloaf#1,5221101000613,81155,2022.11.05 19:35:42,2022.11.05 19:42:54,'00:07:12,13,0x01,0x01,0x55,0,2.5,79.8,0x01,Color detected,Color detected,51 01
KM7TZ002J0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.99,3.315,16.734,'M95FAR02A08,'866562064630629,'89460800235147693968,2.27051,32.7680744,1.0000030178,8.155,6.059,-,PASS,2022.11.05 19:43:03,SST Sugarloaf#1,5221101000615,81155,2022.11.05 19:35:42,2022.11.05 19:43:03,'00:07:21,16,0x01,0x01,0x55,0,2.46,79.6,0x01,Color detected,Color detected,51 01
KM6TZ00ZV0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.088,3.314,17.413,'M95FAR02A08,'866562064571484,'89460800235147694149,10.61707,32.7683479,1.0000106149,9.975,9.075,-,PASS,2022.11.05 19:52:50,SST Sugarloaf#1,5221101001447,81155,2022.11.05 19:43:23,2022.11.05 19:52:50,'00:09:27,15,0x01,0x01,0x55,0,2.5,80.2,0x01,Color detected,Color detected,51 01
KM6TZ01030,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.989,3.293,15.084,'M95FAR02A08,'866562064569991,'89460800235147694115,13.28430,32.7684353,1.0000132694,8.159,5.817,-,PASS,2022.11.05 19:53:01,SST Sugarloaf#1,5221101001450,81155,2022.11.05 19:43:23,2022.11.05 19:53:01,'00:09:38,17,0x01,0x01,0x55,0,2.46,79.6,0x01,Color detected,Color detected,51 01
KM6TZ00S10,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.99,3.3,16.011,'M95FAR02A08,'866562064597174,'89460800235147694735,16.47339,32.7685398,1.0000164643,9.932,6.455,-,PASS,2022.11.05 20:16:45,SST Sugarloaf#1,5221101000050,,2022.11.05 20:06:59,2022.11.05 20:16:45,'00:09:46,16,0x01,0x01,0x55,0,2.46,78.9,0x01,Color detected,Color detected,51 01
KM6TZ00SD0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.088,3.293,16.572,'M95FAR02A08,'866562064597372,'89460800235147694768,5.62744,32.7681844,1.0000056433,9.476,7.139,-,PASS,2022.11.05 20:16:56,SST Sugarloaf#1,5221101000047,,2022.11.05 20:06:59,2022.11.05 20:16:56,'00:09:57,10,0x01,0x01,0x55,0,2.49,79.1,0x01,Color detected,Color detected,51 01
KM6TZ011B0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.927,3.305,15.432,'M95FAR02A08,'866562064597893,'89460800235147694891,12.35046,32.7684047,1.0000123479,9.422,6.514,-,PASS,2022.11.05 20:24:15,SST Sugarloaf#1,5221101000039,,2022.11.05 20:18:15,2022.11.05 20:24:15,'00:06:00,18,0x01,0x01,0x55,0,2.49,79.4,0x01,Color detected,Color detected,51 01
KM6TZ011E0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.944,3.296,16.398,'M95FAR02A08,'866562064597034,'89460800235147694909,7.81250,32.768256,1.0000078346,9.279,13.373,-,PASS,2022.11.05 20:24:31,SST Sugarloaf#1,5221101000038,,2022.11.05 20:18:16,2022.11.05 20:24:31,'00:06:15,15,0x01,0x01,0x55,0,2.5,79.6,0x01,Color detected,Color detected,51 01
KM6TZ00SG0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.013,3.313,15.603,'M95FAR02A08,'866562064597521,'89460800235147694883,14.81628,32.7684855,1.0000146542,9.216,5.627,-,PASS,2022.11.05 20:24:42,SST Sugarloaf#1,5221101000040,,2022.11.05 20:18:16,2022.11.05 20:24:42,'00:06:26,15,0x01,0x01,0x55,0,2.47,79.1,0x01,Color detected,Color detected,51 01
KM6TZ011D0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.089,3.306,19.428,'M95FAR02A08,'866562064609367,'89460800235147695005,14.81323,32.7684854,1.000015338,9.606,6.642,-,PASS,2022.11.05 20:34:47,SST Sugarloaf#1,5221101000012,,2022.11.05 20:25:07,2022.11.05 20:34:47,'00:09:40,17,0x01,0x01,0x55,0,2.5,79.7,0x01,Color detected,Color detected,51 01
KM6TZ011A0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.02,3.301,19.578,'M95FAR02A08,'866562064616743,'89460800235147695179,5.86548,32.7681922,1.000005828,9.982,6.015,-,PASS,2022.11.05 20:41:53,SST Sugarloaf#1,5221101000440,,2022.11.05 20:35:47,2022.11.05 20:41:53,'00:06:06,17,0x01,0x01,0x55,0,2.46,79.3,0x01,Color detected,Color detected,51 01
KM6TZ00S80,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.944,3.315,18.956,'M95FAR02A08,'866562064616701,'89460800235147695195,14.57214,32.7684775,1.000015679,9.248,11.78,-,PASS,2022.11.05 20:42:37,SST Sugarloaf#1,5221101000438,,2022.11.05 20:35:46,2022.11.05 20:42:37,'00:06:51,13,0x01,0x01,0x55,0,2.5,80.2,0x01,Color detected,Color detected,51 01
KM6TZ01150,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.928,3.297,18.676,'M95FAR02A08,'866562064616958,'89460800235147695187,18.20374,32.7685965,1.0000182036,9.34,8.986,-,PASS,2022.11.05 20:43:07,SST Sugarloaf#1,5221101000439,,2022.11.05 20:35:47,2022.11.05 20:43:07,'00:07:20,14,0x01,0x01,0x55,0,2.49,79.9,0x01,Color detected,Color detected,51 01
KM6TZ00SC0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.052,3.311,17.163,'M95FAR02A08,'866562064616818,'89460800235147695211,-6.01807,32.7678028,0.9999939575,9.995,6.717,-,PASS,2022.11.05 20:43:15,SST Sugarloaf#1,5221101000437,,2022.11.05 20:35:47,2022.11.05 20:43:15,'00:07:28,15,0x01,0x01,0x55,0,2.5,80.2,0x01,Color detected,Color detected,51 01
KM6TZ011C0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.928,3.324,16.927,'M95FAR02A08,'866562064614177,'89460800235147695278,-0.92163,32.7679698,0.999999137,9.923,10.186,-,PASS,2022.11.05 20:51:54,SST Sugarloaf#1,5221101000319,,2022.11.05 20:43:27,2022.11.05 20:51:54,'00:08:27,17,0x01,0x01,0x55,0,2.5,79.7,0x01,Color detected,Color detected,51 01
KM6TZ01140,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.022,3.311,18.798,'M95FAR02A08,'866562064617626,'89460800235147695385,2.75269,32.7680902,1.0000027485,9.532,5.303,-,PASS,2022.11.05 20:58:10,SST Sugarloaf#1,5221101000475,,2022.11.05 20:52:12,2022.11.05 20:58:10,'00:05:58,15,0x01,0x01,0x55,0,2.46,79.4,0x01,Color detected,Color detected,51 01
KM6TZ00RX0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.93,3.299,16.09,'M95FAR02A08,'866562064616644,'89460800235147695559,-0.34485,32.7679887,0.9999996713,9.966,14.354,-,PASS,2022.11.05 21:05:23,SST Sugarloaf#1,5221101000426,,2022.11.05 20:58:42,2022.11.05 21:05:23,'00:06:41,19,0x01,0x01,0x55,0,2.47,79.6,0x01,Color detected,Color detected,51 01
KM6TZ00RS0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.091,3.299,19.248,'M95FAR02A08,'866562064616636,'89460800235147695567,10.00977,32.768328,1.0000100099,9.67,6.067,-,PASS,2022.11.05 21:05:34,SST Sugarloaf#1,5221101000427,,2022.11.05 20:58:42,2022.11.05 21:05:34,'00:06:52,15,0x01,0x01,0x55,0,2.49,79.7,0x01,Color detected,Color detected,51 01
KM6TZ011F0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.942,3.307,15.746,'M95FAR02A08,'866562064616768,'89460800235147695526,29.20227,32.7689569,1.0000295724,9.954,10.279,-,PASS,2022.11.05 21:05:51,SST Sugarloaf#1,5221101000428,,2022.11.05 20:58:42,2022.11.05 21:05:51,'00:07:09,15,0x01,0x01,0x55,0,2.5,79.9,0x01,Color detected,Color detected,51 01
KM6TZ011G0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.908,3.299,15.38,'M95FAR02A08,'866562064616693,'89460800235147695534,26.42822,32.768866,1.000026517,9.104,11.492,-,PASS,2022.11.05 21:05:59,SST Sugarloaf#1,5221101000429,,2022.11.05 20:58:42,2022.11.05 21:05:59,'00:07:17,15,0x01,0x01,0x55,0,2.5,79.7,0x01,Color detected,Color detected,51 01
KM6TZ010K0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.087,3.297,15.104,'M95FAR02A08,'866562064614664,'89460800235147695658,13.36975,32.7684381,1.0000133569,8.749,7.52,-,PASS,2022.11.05 21:13:16,SST Sugarloaf#1,5221101000322,,2022.11.05 21:06:33,2022.11.05 21:13:16,'00:06:43,15,0x01,0x01,0x55,0,2.49,80.3,0x01,Color detected,Color detected,51 01
KM6TZ011H0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.943,3.302,17.649,'M95FAR02A08,'866562064614870,'89460800235147695666,12.06970,32.7683955,1.0000120806,7.902,7.148,-,PASS,2022.11.05 21:13:29,SST Sugarloaf#1,5221101000323,,2022.11.05 21:06:33,2022.11.05 21:13:29,'00:06:56,16,0x01,0x01,0x55,0,2.5,80.3,0x01,Color detected,Color detected,51 01
KM7TZ004F0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.901,3.309,17.273,'M95FAR02A08,'866562064614888,'89460800235147695625,11.65771,32.768382,1.0000116671,7.898,6.259,-,PASS,2022.11.05 21:13:37,SST Sugarloaf#1,5221101000324,,2022.11.05 21:06:32,2022.11.05 21:13:37,'00:07:05,17,0x01,0x01,0x55,0,2.5,80.2,0x01,Color detected,Color detected,51 01
KM6TZ01100,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.021,3.305,15.329,'M95FAR02A08,'866562064614748,'89460800235147695633,12.48474,32.7684091,1.0000132304,7.757,5.723,-,PASS,2022.11.05 21:13:48,SST Sugarloaf#1,5221101000325,,2022.11.05 21:06:33,2022.11.05 21:13:48,'00:07:15,16,0x01,0x01,0x55,0,2.46,79.7,0x01,Color detected,Color detected,51 01
KM7TZ004D0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.93,3.303,18.439,'M95FAR02A08,'866562064616107,'89460800235147695773,-3.02124,32.767901,0.9999969568,9.736,15.752,-,PASS,2022.11.05 21:20:42,SST Sugarloaf#1,5221101000466,,2022.11.05 21:14:08,2022.11.05 21:20:42,'00:06:34,19,0x01,0x01,0x55,0,2.47,79.8,0x01,Color detected,Color detected,51 01
KM7TZ00240,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.901,3.325,15.645,'M95FAR02A08,'866562064567607,'89460800235147693307,-9.47266,32.7676896,0.9999905113,9.843,7.399,-,PASS,2022.11.05 21:34:17,SST Sugarloaf#1,5221101000553,,2022.11.05 21:27:40,2022.11.05 21:34:17,'00:06:37,17,0x01,0x01,0x55,0,2.5,79.7,0x01,Color detected,Color detected,51 01
KM7TZ008S0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.929,3.32,16.417,'M95FAR02A08,'866562064568977,'89460800235147693299,17.01965,32.7685577,1.0000170173,9.906,7.398,-,PASS,2022.11.05 21:34:28,SST Sugarloaf#1,5221101000554,,2022.11.05 21:27:41,2022.11.05 21:34:28,'00:06:47,16,0x01,0x01,0x55,0,2.5,79.5,0x01,Color detected,Color detected,51 01
KM6TZ01080,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.088,3.319,15.533,'M95FAR02A08,'866562064614300,'89460800235147693216,15.27405,32.7685005,1.0000152702,8.682,5.841,-,PASS,2022.11.05 21:41:29,SST Sugarloaf#1,5221101000227,,2022.11.05 21:34:43,2022.11.05 21:41:29,'00:06:46,18,0x01,0x01,0x55,0,2.5,80.4,0x01,Color detected,Color detected,51 01
KM6TZ00ZZ0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.921,3.322,16.96,'M95FAR02A08,'866562064614318,'89460800235147693208,0.34790,32.7680114,1.0000003443,7.938,10.949,-,PASS,2022.11.05 21:41:46,SST Sugarloaf#1,5221101000228,,2022.11.05 21:34:43,2022.11.05 21:41:46,'00:07:03,15,0x01,0x01,0x55,0,2.5,80.4,0x01,Color detected,Color detected,51 01
KM6TZ00MB0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.906,3.315,17.423,'M95FAR02A08,'866562064614326,'89460800235147693190,12.04224,32.7683946,1.0000120054,8.038,11.467,-,PASS,2022.11.05 21:41:54,SST Sugarloaf#1,5221101000229,,2022.11.05 21:34:43,2022.11.05 21:41:54,'00:07:11,16,0x01,0x01,0x55,0,2.5,79.8,0x01,Color detected,Color detected,51 01
KM6TZ00ZW0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.022,3.313,16.481,'M95FAR02A08,'866562064620448,'89460800235147693182,-2.69775,32.7679116,0.9999965865,7.424,6.516,-,PASS,2022.11.05 21:42:05,SST Sugarloaf#1,5221101000230,,2022.11.05 21:34:43,2022.11.05 21:42:05,'00:07:22,15,0x01,0x01,0x55,0,2.46,79.7,0x01,Color detected,Color detected,51 01
KM6TZ00ZN0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.088,3.295,17.237,'M95FAR02A08,'866562064615265,'89460800235147693117,5.83496,32.7681912,1.00000547,9.921,6.433,-,PASS,2022.11.05 21:49:11,SST Sugarloaf#1,5221101000247,,2022.11.05 21:42:18,2022.11.05 21:49:11,'00:06:53,16,0x01,0x01,0x55,0,2.49,80.4,0x01,Color detected,Color detected,51 01
KM6TZ00N00,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.943,3.293,15.844,'M95FAR02A08,'866562064614979,'89460800235147693109,11.49597,32.7683767,1.0000115044,8.964,11.745,-,PASS,2022.11.05 21:49:32,SST Sugarloaf#1,5221101000248,,2022.11.05 21:42:17,2022.11.05 21:49:32,'00:07:15,14,0x01,0x01,0x55,0,2.5,80.3,0x01,Color detected,Color detected,51 01
KM6TZ00MZ0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.989,3.3,17.23,'M95FAR02A08,'866562064615281,'89460800235147693083,-3.45764,32.7678867,0.9999965905,8.933,6.242,-,PASS,2022.11.05 21:49:41,SST Sugarloaf#1,5221101000250,,2022.11.05 21:42:18,2022.11.05 21:49:41,'00:07:23,16,0x01,0x01,0x55,0,2.47,79.6,0x01,Color detected,Color detected,51 01
KM6TZ00V50,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.929,3.308,19.271,'M95FAR02A08,'866562064613765,'89460800235147692648,3.32336,32.7681089,1.0000033175,9.895,14.541,-,PASS,2022.11.05 21:56:44,SST Sugarloaf#1,5221101000521,,2022.11.05 21:50:09,2022.11.05 21:56:44,'00:06:35,18,0x01,0x01,0x55,0,2.47,79.8,0x01,Color detected,Color detected,51 01
KM6TZ00VP0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.09,3.322,15.09,'M95FAR02A08,'866562064554787,'89460800235147693380,7.18384,32.7682354,1.0000072318,9.865,9.243,-,PASS,2022.11.05 22:03:09,SST Sugarloaf#1,5221101002537,,2022.11.05 21:57:06,2022.11.05 22:03:09,'00:06:03,18,0x01,0x01,0x55,0,2.5,80.3,0x01,Color detected,Color detected,51 01
KM6TZ00VE0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.945,3.296,18.396,'M95FAR02A08,'866562064554829,'89460800235147693398,-1.91345,32.7679373,0.9999981078,9.47,9.914,-,PASS,2022.11.05 22:03:22,SST Sugarloaf#1,5221101002538,,2022.11.05 21:57:06,2022.11.05 22:03:22,'00:06:16,13,0x01,0x01,0x55,0,2.49,79.9,0x01,Color detected,Color detected,51 01
KM6TZ00WE0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.021,3.298,17.597,'M95FAR02A08,'866562064556287,'89460800235147692457,3.47595,32.7681139,1.0000034803,9.869,5.804,-,PASS,2022.11.05 22:09:37,SST Sugarloaf#1,5221101001515,,2022.11.05 22:03:36,2022.11.05 22:09:37,'00:06:01,16,0x01,0x01,0x55,0,2.46,79.3,0x01,Color detected,Color detected,51 01
KM6TZ00V30,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.089,3.302,22.576,'M95FAR02A08,'866562064556337,'89460800235147692382,8.25195,32.7682704,1.0000078536,9.905,7.815,-,PASS,2022.11.05 22:16:21,SST Sugarloaf#1,5221101001567,,2022.11.05 22:10:06,2022.11.05 22:16:21,'00:06:15,18,0x01,0x01,0x55,0,2.49,79.7,0x01,Color detected,Color detected,51 01
KM6TZ00VF0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.91,3.312,15.167,'M95FAR02A08,'866562064554613,'89460800235147692366,0.34485,32.7680113,1.000000352,9.634,12.043,-,PASS,2022.11.05 22:16:32,SST Sugarloaf#1,5221101001569,,2022.11.05 22:10:06,2022.11.05 22:16:32,'00:06:26,16,0x01,0x01,0x55,0,2.5,79,0x01,Color detected,Color detected,51 01
KM6TZ00W70,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.022,3.316,15.371,'M95FAR02A08,'866562064583372,'89460800235147692879,3.27759,32.7681074,1.0000032873,9.116,6.733,-,PASS,2022.11.05 22:24:12,SST Sugarloaf#1,5221101002305,,2022.11.05 22:18:02,2022.11.05 22:24:12,'00:06:10,17,0x01,0x01,0x55,0,2.46,78.8,0x01,Color detected,Color detected,51 01
